model_tag,condition,condition_family,layer,n_points,d_model,centroid_norm,abs_disp_l2_mean,rel_disp_l2_mean,pairwise_l2_mean,pairwise_cosine_distance_mean,cos_to_centroid_mean,cos_to_centroid_std,angular_disp_to_centroid,effective_rank_pr,spectral_entropy,spectral_entropy_norm,top1_pc_variance_share,cov_trace
base,question_only,question_only,21,10,3840,42387.392106331274,4715.813070037814,0.11125508873506346,7471.688779307786,0.0020319001610454857,0.9990805831148274,0.00044394253143986777,0.0009194168851726081,1.1316849940749458,0.34033352699324343,0.147804972779837,0.9396623784634922,50994521.79024859
base,question_only,question_only,22,10,3840,47612.88719855868,6760.0070020210915,0.14197851463680464,10132.278390458821,0.0020808658845950746,0.9990554443154764,0.0005160793967777535,0.0009445556845235625,1.0899759855118605,0.2542475153012336,0.11041829293293831,0.9576613359732253,87948355.23273528
base,question_only,question_only,23,10,3840,53519.7500828808,8407.877547633161,0.15709859509083476,12011.618439760245,0.00250160288287391,0.9988637583797356,0.0005521494254594845,0.0011362416202643777,1.103245400000141,0.28073590110893537,0.12192205272374762,0.9518052789466733,115895679.47359823
base,question_only,question_only,24,10,3840,60205.10303047505,11269.3640948034,0.1871828720083577,15725.00371864964,0.002805640893432409,0.9987183370968017,0.0006929449016879245,0.0012816629031983107,1.0762424859823083,0.22371177084236366,0.09715678761364331,0.9638044497831593,184074063.9876598
base,question_only,question_only,25,10,3840,66618.67079261961,12549.070679775741,0.18837167614527064,17638.101489269357,0.002984157448364597,0.9986341601721067,0.0007692777306625169,0.0013658398278932893,1.0744332020136542,0.21891410083989302,0.09507318600557756,0.9646174913191494,230009053.41266215
base,question_only,question_only,26,10,3840,67720.09598733514,11906.621492660404,0.17582109592530928,16915.261850151113,0.0036287480908255695,0.9983430802557303,0.0009059926831772376,0.0016569197442697359,1.1077753749393253,0.2907772244584847,0.12628294404546317,0.9498476038164279,210280711.71935436
base,question_only,question_only,27,10,3840,70117.11148720136,13835.780826518112,0.19732388475591425,19540.77786778358,0.0050826653930362295,0.9976718967108191,0.0012880526201441247,0.0023281032891808717,1.124017329100129,0.3231294038864501,0.14033331704857244,0.942874517758599,274720408.0035286
base,question_only,question_only,28,10,3840,71612.12243930287,12742.157150491415,0.17793296325341337,18185.09532850616,0.006735974985927654,0.9969288507581945,0.0015707557569499334,0.0030711492418055153,1.232655094202205,0.5040388956763855,0.218901311056863,0.8994629482428259,236144101.9074757
base,question_only,question_only,29,10,3840,75272.44356326306,13188.404570188743,0.1752089336531833,18934.38625767071,0.00836396891684213,0.9961908667678138,0.001889656805501221,0.003809133232186235,1.3253874615754224,0.6318941915402196,0.27442816053263386,0.8664442679904925,245366197.03503555
base,question_only,question_only,30,10,3840,74835.68615013314,13971.30558106933,0.1866930912217536,20037.285083959232,0.01022903790217363,0.9953331163300201,0.0025590813075644352,0.0046668836699799154,1.3416527535205376,0.6534271122386069,0.2837797891712038,0.8610578740178493,268578506.5771363
